Location,Department-2018,Municipality-2018,Total 2018,Housing units 2018,Households 2018,People 2018,Total 2005,Households 2005,var_pop,var_households,household/housing ratio,location,point,latitude,longitude,altitude
"Sativasur, Boyacá",Boyacá,Sativasur,1097,485,385,1048,1294,355.0,-0.012624177616342713,0.006259938552306332,0.7938144329896907,"Sativasur, Norte, Boyacá, Región Andina, Colombia","(6.0625729, -72.68607204851938, 0.0)",6.0625729,-72.68607204851938,0.0
"Siachoque, Boyacá",Boyacá,Siachoque,6729,2968,1942,6649,7630,1748.0,-0.009619685864530547,0.008128713316660097,0.6543126684636119,"Siachoque, Centro, Boyacá, Región Andina, 153460, Colombia","(5.4879559, -73.211985110575, 0.0)",5.4879559,-73.211985110575,0.0
"Soatá, Boyacá",Boyacá,Soatá,9066,4664,3243,8538,8730,2486.0,0.002909283981680888,0.020658479607180036,0.6953259005145798,"Soatá, Norte, Boyacá, Región Andina, Colombia","(6.3218894, -72.70097148679578, 0.0)",6.3218894,-72.70097148679578,0.0
"Socotá, Boyacá",Boyacá,Socotá,7298,4001,2419,7133,9812,2531.0,-0.02251240332767268,-0.0034755040927008096,0.6045988502874281,"Socotá, Valderrama, Boyacá, Región Andina, Colombia","(5.937056699999999, -72.5361356499113, 0.0)",5.937056699999999,-72.5361356499113,0.0
"Socha, Boyacá",Boyacá,Socha,7938,3747,2579,7509,7364,1964.0,0.005790399233417842,0.02117637394402716,0.6882839605017347,"Socha, Valderrama, Boyacá, Región Andina, Colombia","(5.997488, -72.6911515, 0.0)",5.997488,-72.6911515,0.0
"Sogamoso, Boyacá",Boyacá,Sogamoso,127235,48412,41453,120462,114486,31919.0,0.008154857758309264,0.020307981089423777,0.856254647608031,"Sogamoso, Sagamuxi, Boyacá, Región Andina, 152210, Colombia","(5.7148307, -72.9279328, 0.0)",5.7148307,-72.9279328,0.0
"Somondoco, Boyacá",Boyacá,Somondoco,2910,1489,1036,2377,3246,1053.0,-0.008370187725974532,-0.0012512234367368924,0.6957689724647415,"Somondoco, Oriente, Boyacá, Región Andina, Colombia","(4.96186165, -73.43335563105981, 0.0)",4.96186165,-73.43335563105981,0.0
"Sora, Boyacá",Boyacá,Sora,3019,1174,927,2586,2916,644.0,0.002673786406200973,0.028415844296131754,0.7896081771720613,"Sora, Centro, Boyacá, Región Andina, Colombia","(5.5840043999999995, -73.43839890264834, 0.0)",5.5840043999999995,-73.43839890264834,0.0
"Sotaquirá, Boyacá",Boyacá,Sotaquirá,8162,4036,2570,7953,8303,2151.0,-0.0013166446385082242,0.013784374880503325,0.6367690782953419,"Sotaquirá, Centro, Boyacá, Región Andina, Colombia","(5.78568085, -73.25921165504153, 0.0)",5.78568085,-73.25921165504153,0.0
"Soracá, Boyacá",Boyacá,Soracá,5954,2411,1701,5904,5805,1309.0,0.0019514128745470316,0.020354603553110362,0.7055163832434674,"Soracá, Centro, Boyacá, Región Andina, Colombia","(5.4839419, -73.32021199562229, 0.0)",5.4839419,-73.32021199562229,0.0
"Susacón, Boyacá",Boyacá,Susacón,2717,1766,998,2555,3550,885.0,-0.020360579521837563,0.009286363275909038,0.565118912797282,"Susacón, Norte, Boyacá, Región Andina, Colombia","(6.2322941499999995, -72.69185715516117, 0.0)",6.2322941499999995,-72.69185715516117,0.0
"Sutamarchán, Boyacá",Boyacá,Sutamarchán,6092,3021,1945,5755,5624,1613.0,0.006167656031107915,0.014501540030805726,0.6438265475008276,"Sutamarchán, Ricaurte, Boyacá, Región Andina, 153860, Colombia","(5.637484049999999, -73.62751681530906, 0.0)",5.637484049999999,-73.62751681530906,0.0
"Sutatenza, Boyacá",Boyacá,Sutatenza,4233,2111,1309,3501,4444,1375.0,-0.003734847292284571,-0.003776715141615261,0.6200852676456655,"Sutatenza, Oriente, Boyacá, Región Andina, 153030, Colombia","(5.0243841499999995, -73.42675385147206, 0.0)",5.0243841499999995,-73.42675385147206,0.0
"Tasco, Boyacá",Boyacá,Tasco,5882,3131,1852,5150,6707,1771.0,-0.01004573320374702,0.0034460607864574833,0.5915043117214948,"Tasco, Valderrama, Boyacá, Región Andina, 151660, Colombia","(5.8983538499999995, -72.7578745073439, 0.0)",5.8983538499999995,-72.7578745073439,0.0
"Tenza, Boyacá",Boyacá,Tenza,3851,2932,1372,3461,4513,1458.0,-0.012128105651551757,-0.004665705030133749,0.4679399727148704,"Tenza, Oriente, Boyacá, Región Andina, Colombia","(5.076382150000001, -73.41736086183475, 0.0)",5.076382150000001,-73.41736086183475,0.0
"Tibaná, Boyacá",Boyacá,Tibaná,9051,4855,2813,7966,9464,2735.0,-0.003426414692255575,0.0021654252798759543,0.5794026776519052,"Tibaná, Márquez, Boyacá, Región Andina, 153260, Colombia","(5.31086645, -73.39118303864569, 0.0)",5.31086645,-73.39118303864569,0.0
"Tibasosa, Boyacá",Boyacá,Tibasosa,12940,5000,3620,11023,12463,3242.0,0.0028933341140084945,0.008519439658388084,0.724,"Tibasosa, Sagamuxi, Boyacá, Región Andina, 152267, Colombia","(5.74808125, -73.01279081935618, 0.0)",5.74808125,-73.01279081935618,0.0
"Tinjacá, Boyacá",Boyacá,Tinjacá,3266,1694,1063,2869,2889,848.0,0.009479694425780893,0.017534238997104712,0.627508854781582,"Tinjacá, Ricaurte, Boyacá, Región Andina, Colombia","(5.572943, -73.67092178191179, 0.0)",5.572943,-73.67092178191179,0.0
"Tipacoque, Boyacá",Boyacá,Tipacoque,3323,1447,1160,3154,3730,1001.0,-0.008848332143705173,0.011404580808749065,0.801658604008293,"Tipacoque, Norte, Boyacá, Región Andina, Colombia","(6.4279842, -72.70010777857352, 0.0)",6.4279842,-72.70010777857352,0.0
"Toca, Boyacá",Boyacá,Toca,8767,3790,2749,8707,8749,2283.0,0.00015810976590246995,0.014390783088356729,0.7253298153034301,"Toca, Centro, Boyacá, Región Andina, BOYACA, Colombia","(5.5771231, -73.16845002049493, 0.0)",5.5771231,-73.16845002049493,0.0
"Togüí, Boyacá",Boyacá,Togüí,4335,1940,1379,4224,5099,1289.0,-0.012408740388155204,0.005205182818314613,0.7108247422680413,"Togüí, Ricaurte, Boyacá, Región Andina, Colombia","(5.917044199999999, -73.4964349053907, 0.0)",5.917044199999999,-73.4964349053907,0.0
"Tópaga, Boyacá",Boyacá,Tópaga,3617,1656,1172,3531,3608,969.0,0.00019166073146248408,0.014738506902525872,0.7077294685990339,"Tópaga, Sagamuxi, Boyacá, Región Andina, Colombia","(5.76645735, -72.8403633596765, 0.0)",5.76645735,-72.8403633596765,0.0
"Tota, Boyacá",Boyacá,Tota,5179,2941,1436,4530,5531,1407.0,-0.0050454321831551185,0.001570593052420799,0.4882692961577695,"Tota, Sagamuxi, Boyacá, Región Andina, Colombia","(5.4766072999999995, -73.01337605028996, 0.0)",5.4766072999999995,-73.01337605028996,0.0
"Tununguá, Boyacá",Boyacá,Tununguá,1540,623,526,1526,1610,438.0,-0.0034135269760302567,0.014182890234348156,0.8443017656500803,"Tununguá, Occidente, Boyacá, Región Andina, Colombia","(5.71736945, -73.93126949176407, 0.0)",5.71736945,-73.93126949176407,0.0
"Turmequé, Boyacá",Boyacá,Turmequé,6118,2887,2046,5856,7347,2109.0,-0.013982616209854082,-0.002330145138522477,0.7086941461724974,"Turmequé, Márquez, Boyacá, Región Andina, Colombia","(5.301455750000001, -73.51158625633286, 0.0)",5.301455750000001,-73.51158625633286,0.0
"Tuta, Boyacá",Boyacá,Tuta,8266,3774,2605,8154,8823,2243.0,-0.005003688262558703,0.011575593817262586,0.6902490726020137,"Tuta, Centro, Boyacá, Región Andina, 150407, Colombia","(5.67861455, -73.18705631500403, 0.0)",5.67861455,-73.18705631500403,0.0
"Tutazá, Boyacá",Boyacá,Tutazá,2040,1060,592,1794,2185,556.0,-0.00526807634974602,0.004837690223099322,0.5584905660377358,"Tutazá, Tundama, Boyacá, Región Andina, Colombia","(6.073991299999999, -72.86241934189341, 0.0)",6.073991299999999,-72.86241934189341,0.0
"Umbita, Boyacá",Boyacá,Umbita,7530,3776,2427,6905,9888,2278.0,-0.020737862891854086,0.0048855928344608834,0.6427436440677966,"Úmbita, Márquez, Boyacá, Región Andina, Colombia","(5.225395450000001, -73.45806455815418, 0.0)",5.225395450000001,-73.45806455815418,0.0
"Ventaquemada, Boyacá",Boyacá,Ventaquemada,15706,5608,4395,13984,14166,3292.0,0.007969905615359263,0.022477531373290116,0.7837018544935807,"Ventaquemada, Márquez, Boyacá, Región Andina, 153640, Colombia","(5.384167, -73.524319392617, 0.0)",5.384167,-73.524319392617,0.0
"Viracachá, Boyacá",Boyacá,Viracachá,2837,2079,941,2582,3380,945.0,-0.013381093625492557,-0.00032623815032417625,0.45262145262145265,"Viracachá, Márquez, Boyacá, Región Andina, Colombia","(5.44749285, -73.26671745179924, 0.0)",5.44749285,-73.26671745179924,0.0
"Zetaquira, Boyacá",Boyacá,Zetaquira,4629,2445,1582,4301,5016,1396.0,-0.006157269022102674,0.009667886119845148,0.6470347648261758,"Zetaquira, Lengupá, Boyacá, Región Andina, Colombia","(5.2821538, -73.16696532729358, 0.0)",5.2821538,-73.16696532729358,0.0
"Manizales, Caldas",Caldas,Manizales,434403,158396,136806,400436,368433,102773.0,0.012750900370048557,0.022247023515280073,0.8636960529306296,"Manizales, Centrosur, Caldas, Región Andina, Colombia","(5.0668907, -75.5066661, 0.0)",5.0668907,-75.5066661,0.0
"Aguadas, Caldas",Caldas,Aguadas,22823,8617,6955,20712,22307,6169.0,0.0017606457249850216,0.009267609655231324,0.8071254496924684,"Aguadas, Norte, Caldas, Región Andina, Colombia","(5.613113, -75.4575902, 0.0)",5.613113,-75.4575902,0.0
"Anserma, Caldas",Caldas,Anserma,36149,13845,10850,31811,33674,8893.0,0.0054705444227933775,0.015417693394794707,0.7836764174792343,"Anserma, Bajo Occidente, Caldas, Región Andina, Colombia","(5.2337519, -75.7856623, 0.0)",5.2337519,-75.7856623,0.0
"Aranzazu, Caldas",Caldas,Aranzazu,10557,4166,3368,9854,12181,3328.0,-0.010946432638542558,0.0009194665597611618,0.8084493518963034,"Aranzazu, Norte, Caldas, Región Andina, Colombia","(5.2711368, -75.4904079, 0.0)",5.2711368,-75.4904079,0.0
"Belalcázar, Caldas",Caldas,Belalcázar,10660,3897,3161,9690,11327,3064.0,-0.004657645331498594,0.0024003517313306855,0.8111367718758019,"Belalcázar, Bajo Occidente, Caldas, Región Andina, Colombia","(4.994718, -75.8122627, 0.0)",4.994718,-75.8122627,0.0
"Chinchiná, Caldas",Caldas,Chinchiná,51271,17846,15860,48484,51301,13521.0,-4.4995524220881045e-05,0.012349181745084037,0.8887145578841197,"Chinchiná, Centrosur, Caldas, Región Andina, 176020, Colombia","(4.9830232, -75.6054129, 0.0)",4.9830232,-75.6054129,0.0
"Filadelfia, Caldas",Caldas,Filadelfia,11451,4295,3383,9630,12235,3254.0,-0.005081172673653156,0.0029950825549112103,0.7876600698486612,"Filadelfia, Alto Occidente, Caldas, Región Andina, Colombia","(5.2963713, -75.5622217, 0.0)",5.2963713,-75.5622217,0.0
"La Dorada, Caldas",Caldas,La Dorada,71905,28338,23117,70802,70486,19135.0,0.0015343832555556602,0.014648495820800411,0.8157597572164584,"La Dorada, Magdalena Caldense, Caldas, Región Andina, Colombia","(5.4544379, -74.6633693, 0.0)",5.4544379,-74.6633693,0.0
"La Merced, Caldas",Caldas,La Merced,6003,2744,1902,5325,6324,1822.0,-0.003999103362817724,0.0033109433570774893,0.6931486880466472,"La Merced, Alto Occidente, Caldas, Región Andina, Colombia","(5.3989301, -75.54777, 0.0)",5.3989301,-75.54777,0.0
"Manzanares, Caldas",Caldas,Manzanares,17928,7281,5813,16532,18143,5005.0,-0.000916585439429296,0.011578780774443409,0.7983793434967724,"Manzanares, Alto Oriente, Caldas, Región Andina, Colombia","(5.253198, -75.1544544, 0.0)",5.253198,-75.1544544,0.0
"Marmato, Caldas",Caldas,Marmato,8888,3265,2682,8485,8175,2023.0,0.00645314280840692,0.02192782053756126,0.8214395099540582,"Marmato, Alto Occidente, Caldas, Región Andina, Colombia","(5.4746415, -75.5988438, 0.0)",5.4746415,-75.5988438,0.0
"Marquetalia, Caldas",Caldas,Marquetalia,13245,5172,4344,12146,13880,3863.0,-0.0035957376699989885,0.009067904967061224,0.839907192575406,"Marquetalia, Alto Oriente, Caldas, Región Andina, Colombia","(5.2966038, -75.0546064, 0.0)",5.2966038,-75.0546064,0.0
"Marulanda, Caldas",Caldas,Marulanda,2607,1097,746,2081,2702,716.0,-0.0027494521283868423,0.0031623306698167486,0.6800364630811303,"Marulanda, Alto Oriente, Caldas, Región Andina, Colombia","(5.2841316, -75.2595401, 0.0)",5.2841316,-75.2595401,0.0
"Neira, Caldas",Caldas,Neira,21024,8590,6434,20495,27250,6794.0,-0.01975524713458754,-0.004179199731352723,0.7490104772991851,"Neira, Centrosur, Caldas, Región Andina, 171001, Colombia","(5.1674333, -75.5209779, 0.0)",5.1674333,-75.5209779,0.0
"Norcasia, Caldas",Caldas,Norcasia,6022,2450,1971,5949,6523,1690.0,-0.006128448806630549,0.01190200250842155,0.8044897959183673,"Norcasia, Magdalena Caldense, Caldas, Región Andina, Colombia","(5.5758643, -74.8881645, 0.0)",5.5758643,-74.8881645,0.0
"Pácora, Caldas",Caldas,Pácora,15325,5772,4631,13214,14448,4047.0,0.004543327074791437,0.010422941384747197,0.8023215523215523,"Pácora, Norte, Caldas, Región Andina, 172040, Colombia","(5.5272323, -75.4594449, 0.0)",5.5272323,-75.4594449,0.0
"Palestina, Caldas",Caldas,Palestina,15555,6960,4515,13560,17310,4556.0,-0.008189530716507742,-0.0006951320310902842,0.6487068965517241,"Palestina, Centrosur, Caldas, Región Andina, Colombia","(5.0203683, -75.6223394, 0.0)",5.0203683,-75.6223394,0.0
"Pensilvania, Caldas",Caldas,Pensilvania,19908,9002,6044,17342,23575,6266.0,-0.012920813107947349,-0.0027709344790459722,0.6714063541435237,"Pensilvania, Alto Oriente, Caldas, Región Andina, Colombia","(5.3833488, -75.1609683, 0.0)",5.3833488,-75.1609683,0.0
"Riosucio, Caldas",Caldas,Riosucio,50775,16970,14481,48329,35843,9633.0,0.027150957594431535,0.031853948184497716,0.8533294048320565,"Riosucio, Alto Occidente, Caldas, Región Andina, Colombia","(5.4209549, -75.7030623, 0.0)",5.4209549,-75.7030623,0.0
"Risaralda, Caldas",Caldas,Risaralda,10815,3647,3313,9840,10175,2669.0,0.004703359162616216,0.016765939435302357,0.908417877707705,"Risaralda, Bajo Occidente, Caldas, Región Andina, Colombia","(5.166386, -75.7654852, 0.0)",5.166386,-75.7654852,0.0
"Salamina, Caldas",Caldas,Salamina,19467,8197,5847,16759,18281,5029.0,0.004846974544894467,0.011660346574402958,0.7133097474685861,"Salamina, Norte, Caldas, Región Andina, 172001, Colombia","(5.4079215, -75.4880202, 0.0)",5.4079215,-75.4880202,0.0
"Samaná, Caldas",Caldas,Samaná,20454,8626,6326,17466,18295,4924.0,0.008617741067422413,0.019459759806990107,0.733364247623464,"Samaná, Magdalena Caldense, Caldas, Región Andina, Colombia","(5.4127804, -74.992031, 0.0)",5.4127804,-74.992031,0.0
"San José, Caldas",Caldas,San José,4835,1881,1516,4524,5951,1496.0,-0.01584831444913848,0.0010220918007877167,0.8059542796384902,"San José, Bajo Occidente, Caldas, Región Andina, Colombia","(5.0808725, -75.7918992, 0.0)",5.0808725,-75.7918992,0.0
"Supía, Caldas",Caldas,Supía,28642,9997,8379,26571,24072,6578.0,0.01346093445206642,0.018789560822351392,0.8381514454336301,"Supía, Alto Occidente, Caldas, Región Andina, Colombia","(5.4533321, -75.651965, 0.0)",5.4533321,-75.651965,0.0
"Victoria, Caldas",Caldas,Victoria,10157,3788,2794,8172,8756,2521.0,0.011482651691542278,0.007940483791502917,0.7375923970432946,"Victoria, Magdalena Caldense, Caldas, Región Andina, Colombia","(5.3167944, -74.9120079, 0.0)",5.3167944,-74.9120079,0.0
"Villamaría, Caldas",Caldas,Villamaría,64652,23093,20373,62831,45038,11913.0,0.02819892073579955,0.04213907545617945,0.882215389945005,"Villamaría, Centrosur, Caldas, Región Andina, Colombia","(5.0449697, -75.5151258, 0.0)",5.0449697,-75.5151258,0.0
"Viterbo, Caldas",Caldas,Viterbo,12734,5029,4069,12432,11805,3003.0,0.005844119164721606,0.02364328746898514,0.8091071783654802,"Viterbo, Bajo Occidente, Caldas, Región Andina, Colombia","(5.0618565, -75.8734996, 0.0)",5.0618565,-75.8734996,0.0
"Florencia, Caquetá",Caquetá,Florencia,168346,63354,51430,156789,137896,33725.0,0.015466198547621213,0.03299275201314811,0.8117877324241564,"Florencia, Caquetá, Amazonia, Colombia","(1.7554212, -75.60811976268113, 0.0)",1.7554212,-75.60811976268113,0.0
"Albania, Caquetá",Caquetá,Albania,4675,1875,1559,4514,6036,1523.0,-0.01946290205584289,0.0017987324097517021,0.8314666666666667,"Albania, Caquetá, Amazonia, Colombia","(1.2315264, -75.89204331320687, 0.0)",1.2315264,-75.89204331320687,0.0
"Belén de Los Andaquies, Caquetá",Caquetá,Belén de Los Andaquies,11021,3332,3161,9075,10809,2392.0,0.0014952262203984379,0.021674521567598637,0.9486794717887155,"Belén de los Andaquíes, Caquetá, Amazonia, Colombia","(1.4636189000000002, -75.89085082485693, 0.0)",1.4636189000000002,-75.89085082485693,0.0
"Cartagena del Chairá, Caquetá",Caquetá,Cartagena del Chairá,30399,10165,8175,27939,20219,5007.0,0.03186539509421826,0.038431145506246045,0.8042302016724053,"Cartagena del Chairá, Caquetá, Amazonia, Colombia","(0.7980802, -74.45835861450243, 0.0)",0.7980802,-74.45835861450243,0.0
"Curillo, Caquetá",Caquetá,Curillo,7593,3042,2449,7518,7334,1822.0,0.0026732360158554513,0.023010359778999234,0.8050624589086127,"Curillo, Caquetá, Amazonia, Colombia","(1.0625257499999998, -75.91810345231144, 0.0)",1.0625257499999998,-75.91810345231144,0.0
"El Doncello, Caquetá",Caquetá,El Doncello,19294,6955,6129,17775,18732,4595.0,0.0022765007964082873,0.02240600766845846,0.8812365204888569,"El Doncello, Caquetá, Amazonia, Colombia","(1.874615, -75.31816855397122, 0.0)",1.874615,-75.31816855397122,0.0
"El Paujil, Caquetá",Caquetá,El Paujil,18036,5095,5848,13014,14852,3483.0,0.015053348382916942,0.04066713068698169,1.1477919528949951,"El Paujil, Caquetá, Amazonia, 18256, Colombia","(1.77363045, -75.37435787949454, 0.0)",1.77363045,-75.37435787949454,0.0
"La Montañita, Caquetá",Caquetá,La Montañita,14714,4318,3748,12128,15725,3617.0,-0.005098679005168361,0.002740472201851585,0.8679944418712366,"La Montañita, Caquetá, Amazonia, Colombia","(1.37387415, -75.367845878301, 0.0)",1.37387415,-75.367845878301,0.0
"Milán, Caquetá",Caquetá,Milán,9723,2712,2182,7507,7421,1807.0,0.02100057996481497,0.014611400721917134,0.8045722713864307,"Milán, Caquetá, Amazonia, Colombia","(1.12537745, -75.3817224149885, 0.0)",1.12537745,-75.3817224149885,0.0
"Morelia, Caquetá",Caquetá,Morelia,3698,1257,1233,3350,3580,833.0,0.0024976780561980494,0.030626702489659152,0.9809069212410502,"Morelia, Caquetá, Amazonia, Colombia","(1.3996416, -75.67050225647313, 0.0)",1.3996416,-75.67050225647313,0.0
"Puerto Rico, Caquetá",Caquetá,Puerto Rico,26517,8895,7665,24395,17924,4505.0,0.030584969202393397,0.041730025364310475,0.8617200674536256,"Puerto Rico, Caquetá, Amazonia, Colombia","(2.0079414, -75.10458141898832, 0.0)",2.0079414,-75.10458141898832,0.0
"San José del Fragua, Caquetá",Caquetá,San José del Fragua,12797,4795,3873,11364,9363,2275.0,0.02432538203623258,0.041775920742429085,0.8077163712200208,"San José del Fragua, Caquetá, Amazonia, Colombia","(1.3431298, -76.07785856825103, 0.0)",1.3431298,-76.07785856825103,0.0
"San Vicente del Caguán, Caquetá",Caquetá,San Vicente del Caguán,50719,14486,12230,42390,42374,8977.0,0.013924175918786252,0.024071789083170758,0.8442634267568687,"San Vicente del Caguán, Caquetá, Amazonia, 182010, Colombia","(2.1131213, -74.7697347, 0.0)",2.1131213,-74.7697347,0.0
"Solano, Caquetá",Caquetá,Solano,11214,3464,2879,10331,10625,2123.0,0.004158876754884799,0.0237084364757858,0.8311200923787528,"Solano, Caquetá, Amazonia, Colombia","(0.2407577, -72.52169776875364, 0.0)",0.2407577,-72.52169776875364,0.0
"Solita, Caquetá",Caquetá,Solita,6216,2273,1724,5431,7397,1780.0,-0.013291485273043357,-0.0024559171397045,0.7584689837219534,"Solita, Caquetá, Amazonia, Colombia","(0.9169718499999999, -75.66354067291765, 0.0)",0.9169718499999999,-75.66354067291765,0.0
"Valparaíso, Caquetá",Caquetá,Valparaíso,6887,2348,1881,6082,7645,1856.0,-0.007999849731373021,0.001029754137312766,0.801107325383305,"Valparaiso, Caquetá, Amazonia, Colombia","(1.0801866000000002, -75.67216865553317, 0.0)",1.0801866000000002,-75.67216865553317,0.0
"Popayán, Cauca",Cauca,Popayán,318059,109402,96983,277270,258653,67424.0,0.01603094674202632,0.02835887387744429,0.886482879654851,"Popayán, Centro, Cauca, Pacífica, Colombia","(2.4422295, -76.6072368, 0.0)",2.4422295,-76.6072368,0.0
"Almaguer, Cauca",Cauca,Almaguer,18449,7068,6632,16523,18393,4637.0,0.0002338743464160853,0.027908404614910287,0.9383135257498585,"Almaguer, Macizo, Cauca, Pacífica, Colombia","(1.91218485, -76.83766475673008, 0.0)",1.91218485,-76.83766475673008,0.0
"Balboa, Cauca",Cauca,Balboa,21108,8193,7323,18910,23699,6018.0,-0.008866667771527892,0.015211855687009335,0.893811790552911,"Balboa, Sur, Cauca, Pacífica, Colombia","(2.0762722499999997, -77.2062121378188, 0.0)",2.0762722499999997,-77.2062121378188,0.0
